model,min,T,A
A_T2,0.01,66.64,0.0345
A_T2,0.04,66.64,0.0345
A_T2,0.01,66.67,0.0345
A_T2,0.02,66.67,0.0345
A_T2,0.03,66.67,0.0345
A_T2,0.02,66.67,0.0345
A_T2,0.03,66.68,0.0345
A_T2,0.02,66.69,0.0345
A_T2,0.02,66.69,0.0345
A_T2,0.03,66.69,0.0345
A_T2,0.02,66.7,0.0345
A_T2,0.03,66.71,0.0345
A_T2,0.02,66.7,0.0345
A_T2,0.01,66.72,0.0345
A_T2,0.04,66.72,0.0345
A_T2,0.01,66.72,0.0345
A_T2,0.02,66.73,0.0345
A_T2,0.03,66.74,0.0345
A_T2,0.02,66.75,0.0345
A_T2,0.03,66.75,0.0345
A_T2,0.02,66.75,0.0345
A_T2,0.02,66.75,0.0345
A_T2,0.03,66.76,0.0345
A_T2,0.02,66.78,0.0345
A_T2,0.03,66.77,0.0345
A_T2,0.02,66.78,0.0345
A_T2,0.01,66.78,0.0345
A_T2,0.04,66.78,0.0345
A_T2,0.01,66.79,0.0345
A_T2,0.04,66.8,0.0345
A_T2,0.01,66.8,0.0345
A_T2,0.02,66.8,0.0345
A_T2,0.03,66.82,0.0345
A_T2,0.02,66.83,0.0345
A_T2,0.02,66.82,0.0345
A_T2,0.03,66.82,0.0345
A_T2,0.02,66.84,0.0345
A_T2,0.03,66.83,0.0345
A_T2,0.02,66.83,0.0345
A_T2,0.01,66.85,0.0345
A_T2,0.04,66.84,0.0345
A_T2,0.01,66.85,0.0345
A_T2,0.04,66.86,0.0345
A_T2,0.01,66.86,0.0345
A_T2,0.02,66.87,0.0345
A_T2,0.03,66.87,0.0345
A_T2,0.02,66.88,0.0345
A_T2,0.03,66.88,0.0345
A_T2,0.02,66.88,0.0345
A_T2,0.02,66.89,0.0345
A_T2,0.03,66.89,0.0345
A_T2,0.02,66.9,0.0345
A_T2,0.01,66.91,0.0345
A_T2,0.04,66.91,0.0345
A_T2,0.01,66.91,0.0345
A_T2,0.04,66.92,0.0345
A_T2,0.01,66.92,0.0345
A_T2,0.02,66.92,0.0345
A_T2,0.03,66.93,0.0345
A_T2,0.02,66.94,0.0345
A_T2,0.03,66.93,0.0345
A_T2,0.02,66.94,0.0345
A_T2,0.02,66.95,0.0345
A_T2,0.03,66.94,0.0345
A_T2,0.02,66.96,0.0345
A_T2,0.03,66.95,0.0345
A_T2,0.02,66.97,0.0345
A_T2,0.01,66.97,0.0345
A_T2,0.04,66.98,0.0345
A_T2,0.01,66.98,0.0345
A_T2,0.04,66.98,0.0345
A_T2,0.01,66.97,0.0345
A_T2,0.02,66.98,0.0345
A_T2,0.03,67,0.0345
A_T2,0.02,67,0.0345
A_T2,0.02,66.99,0.0345
A_T2,0.03,66.99,0.0345
A_T2,0.02,67,0.0345
A_T2,0.03,67.01,0.0345
A_T2,0.02,67.01,0.0345
A_T2,0.01,67.01,0.0345
A_T2,0.04,67.02,0.0345
A_T2,0.01,67.02,0.0345
A_T2,0.04,67.02,0.0345
A_T2,0.01,67.01,0.0345
A_T2,0.02,67.03,0.0345
A_T2,0.03,67.03,0.0345
A_T2,0.02,67.03,0.0345
A_T2,0.03,67.04,0.0345
A_T2,0.02,67.05,0.0345
A_T2,0.02,67.05,0.0345
A_T2,0.03,67.05,0.0345
A_T2,0.02,67.05,0.0345
A_T2,0.01,67.05,0.0345
A_T2,0.04,67.06,0.0345
A_T2,0.01,67.06,0.0345
A_T2,0.04,67.07,0.0345
A_T2,0.01,67.07,0.0345
A_T2,0.02,67.08,0.0345
A_T2,0.03,67.08,0.0345
A_T2,0.02,67.08,0.0345
A_T2,0.03,67.09,0.0345
A_T2,0.02,67.08,0.0345
A_T2,0.02,67.09,0.0345
A_T2,0.03,67.09,0.0345
A_T2,0.02,67.09,0.0345
A_T2,0.03,67.11,0.0345
A_T2,0.02,67.09,0.0345
A_T2,0.01,67.11,0.0345
A_T2,0.04,67.11,0.0345
A_T2,0.01,67.12,0.0345
A_T2,0.04,67.1,0.0345
A_T2,0.01,67.13,0.0345
A_T2,0.02,67.12,0.0345
A_T2,0.03,67.13,0.0345
A_T2,0.02,67.13,0.0345
A_T2,0.02,67.14,0.0345
A_T2,0.03,67.14,0.0345
A_T2,0.02,67.14,0.0345
A_T2,0.03,67.14,0.0345
A_T2,0.02,67.15,0.0345
A_T2,0.01,67.15,0.0345
A_T2,0.04,67.15,0.0345
A_T2,0.01,67.17,0.0345
A_T2,0.04,67.17,0.0345
A_T2,0.01,67.18,0.0345
A_T2,0.02,67.18,0.0345
A_T2,0.03,67.18,0.0345
A_T2,0.02,67.17,0.0345
A_T2,0.03,67.19,0.0345
A_T2,0.02,67.18,0.0345
A_T2,0.02,67.2,0.0345
A_T2,0.03,67.2,0.0345
A_T2,0.02,67.19,0.0345
A_T2,0.01,67.2,0.0345
A_T2,0.04,67.2,0.0345
A_T2,0.01,67.22,0.0345
A_T2,0.04,67.21,0.0345
A_T2,0.01,67.23,0.0345
A_T2,0.02,67.23,0.0345
A_T2,0.03,67.23,0.0345
A_T2,0.02,67.24,0.0345
A_T2,0.03,67.24,0.0345
A_T2,0.02,67.24,0.0345
A_T2,0.02,67.24,0.0345
A_T2,0.03,67.24,0.0345
A_T2,0.02,67.25,0.0345
A_T2,0.03,67.26,0.0345
A_T2,0.02,67.25,0.0345
A_T2,0.01,67.25,0.0345
A_T2,0.04,67.25,0.0345
A_T2,0.01,67.26,0.0345
A_T2,0.04,67.26,0.0345
A_T2,0.01,67.27,0.0345
A_T2,0.02,67.27,0.0345
A_T2,0.03,67.28,0.0345
A_T2,0.02,67.3,0.0345
A_T2,0.02,67.3,0.0345
A_T2,0.03,67.29,0.0345
A_T2,0.02,67.31,0.0345
A_T2,0.03,67.3,0.0345
A_T2,0.02,67.32,0.0345
A_T2,0.01,67.33,0.0345
A_T2,0.04,67.32,0.0345
A_T2,0.01,67.33,0.0345
A_T2,0.04,67.33,0.0345
A_T2,0.01,67.33,0.0345
A_T2,0.02,67.33,0.0345
A_T2,0.03,67.34,0.0345
A_T2,0.02,67.34,0.0345
A_T2,0.02,67.34,0.0345
A_T2,0.03,67.34,0.0345
A_T2,0.02,67.35,0.0345
A_T2,0.03,67.35,0.0345
A_T2,0.02,67.36,0.0345
A_T2,0.01,67.36,0.0345
A_T2,0.04,67.36,0.0345
A_T2,0.01,67.36,0.0345
A_T2,0.04,67.37,0.0345
A_T2,0.01,67.37,0.0345
A_T2,0.02,67.38,0.0345
A_T2,0.03,67.38,0.0345
A_T2,0.02,67.38,0.0345
A_T2,0.03,67.38,0.0345
A_T2,0.02,67.39,0.0345
A_T2,0.02,67.39,0.0345
A_T2,0.03,67.39,0.0345
A_T2,0.02,67.39,0.0345
A_T2,0.03,67.39,0.0345
A_T2,0.02,67.39,0.0345
A_T2,0.01,67.41,0.0345
A_T2,0.04,67.4,0.0345
A_T2,0.01,67.41,0.0345
A_T2,0.02,67.41,0.0345
A_T2,0.03,67.41,0.0345
A_T2,0.02,67.42,0.0345
A_T2,0.03,67.41,0.0345
A_T2,0.02,67.42,0.0345
A_T2,0.02,67.42,0.0345
A_T2,0.03,67.43,0.0345
A_T2,0.02,67.42,0.0345
A_T2,0.03,67.44,0.0345
A_T2,0.02,67.44,0.0345
A_T2,0.01,67.44,0.0345
AT_3,0,25.47,0.0345
AT_3,0.03,25.47,0.0345
AT_3,0.02,25.46,0.0345
AT_3,0.03,25.5,0.0345
AT_3,0.02,25.62,0.0345
AT_3,0.02,25.74,0.0345
AT_3,0.03,25.87,0.0345
AT_3,0.02,25.99,0.0345
AT_3,0.03,26.09,0.0345
AT_3,0.02,26.2,0.0345
AT_3,0.01,26.3,0.0345
AT_3,0.04,26.4,0.0345
AT_3,0.01,26.48,0.0345
AT_3,0.04,26.58,0.0345
AT_3,0.01,26.66,0.0345
AT_3,0.02,26.75,0.0345
AT_3,0.03,26.82,0.0345
AT_3,0.02,26.91,0.0345
AT_3,0.03,26.97,0.0345
AT_3,0.02,27.06,0.0345
AT_3,0.02,27.14,0.0345
AT_3,0.03,27.2,0.0345
AT_3,0.02,27.26,0.0345
AT_3,0.03,27.32,0.0345
AT_3,0.02,27.39,0.0345
AT_3,0.01,27.46,0.0345
AT_3,0.04,27.53,0.0345
AT_3,0.01,27.58,0.0345
AT_3,0.04,27.65,0.0345
AT_3,0.01,27.72,0.0345
AT_3,0.02,27.77,0.0345
AT_3,0.03,27.83,0.0345
AT_3,0.02,27.9,0.0345
AT_3,0.03,27.96,0.0345
AT_3,0.02,28.02,0.0345
AT_3,0.02,28.07,0.0345
AT_3,0.03,28.13,0.0345
AT_3,0.02,28.18,0.0345
AT_3,0.01,28.22,0.0345
AT_3,0.04,28.29,0.0345
AT_3,0.01,28.35,0.0345
AT_3,0.04,28.39,0.0345
AT_3,0.01,28.44,0.0345
AT_3,0.02,28.49,0.0345
AT_3,0.03,28.53,0.0345
AT_3,0.02,28.6,0.0345
AT_3,0.03,28.64,0.0345
AT_3,0.02,28.69,0.0345
AT_3,0.02,28.74,0.0345
AT_3,0.03,28.78,0.0345
AT_3,0.02,28.84,0.0345
AT_3,0.03,28.88,0.0345
AT_3,0.02,28.93,0.0345
AT_3,0.01,28.98,0.0345
AT_3,0.04,29.03,0.0345
AT_3,0.01,29.08,0.0345
AT_3,0.02,29.11,0.0345
AT_3,0.03,29.17,0.0345
AT_3,0.02,29.23,0.0345
AT_3,0.03,29.27,0.0345
AT_3,0.02,29.31,0.0345
AT_3,0.02,29.35,0.0345
AT_3,0.03,29.41,0.0345
AT_3,0.02,29.45,0.0345
AT_3,0.03,29.49,0.0345
AT_3,0.02,29.53,0.0345
AT_3,0.01,29.6,0.0345
AT_3,0.04,29.63,0.0345
AT_3,0.01,29.67,0.0345
AT_3,0.04,29.71,0.0345
AT_3,0.01,29.77,0.0345
AT_3,0.02,29.81,0.0345
AT_3,0.03,29.85,0.0345
AT_3,0.02,29.9,0.0345
AT_3,0.02,29.95,0.0345
AT_3,0.03,29.99,0.0345
AT_3,0.02,30.04,0.0345
AT_3,0.03,30.08,0.0345
AT_3,0.02,30.11,0.0345
AT_3,0.01,30.17,0.0345
AT_3,0.04,30.22,0.0345
AT_3,0.01,30.26,0.0345
AT_3,0.04,30.32,0.0345
AT_3,0.01,30.35,0.0345
AT_3,0.02,30.39,0.0345
AT_3,0.03,30.43,0.0345
AT_3,0.02,30.49,0.0345
AT_3,0.03,30.55,0.0345
AT_3,0.02,30.6,0.0345
AT_3,0.02,30.63,0.0345
AT_3,0.03,30.68,0.0345
AT_3,0.02,30.73,0.0345
AT_3,0.03,30.78,0.0345
AT_3,0.02,30.83,0.0345
AT_3,0.01,30.88,0.0345
AT_3,0.04,30.93,0.0345
AT_3,0.01,30.97,0.0345
AT_3,0.04,31.01,0.0345
AT_3,0.01,31.07,0.0345
AT_3,0.02,31.12,0.0345
AT_3,0.03,31.15,0.0345
AT_3,0.02,31.2,0.0345
AT_3,0.03,31.25,0.0345
AT_3,0.02,31.3,0.0345
AT_3,0.02,31.35,0.0345
AT_3,0.03,31.41,0.0345
AT_3,0.02,31.45,0.0345
AT_3,0.03,31.5,0.0345
AT_3,0.02,31.55,0.0345
AT_3,0.01,31.61,0.0345
AT_3,0.04,31.66,0.0345
AT_3,0.01,31.71,0.0345
AT_3,0.04,31.76,0.0345
AT_3,0.01,31.82,0.0345
AT_3,0.02,31.87,0.0345
AT_3,0.03,31.92,0.0345
AT_3,0.02,31.98,0.0345
AT_3,0.03,32.03,0.0345
AT_3,0.02,32.08,0.0345
AT_3,0.02,32.13,0.0345
AT_3,0.03,32.19,0.0345
AT_3,0.02,32.24,0.0345
AT_3,0.03,32.29,0.0345
AT_3,0.02,32.34,0.0345
AT_3,0.01,32.39,0.0345
AT_3,0.04,32.45,0.0345
AT_3,0.01,32.5,0.0345
AT_3,0.04,32.56,0.0345
AT_3,0.01,32.61,0.0345
AT_3,0.04,32.66,0.0345
AT_3,0.01,32.72,0.0345
AT_3,0.02,32.78,0.0345
AT_3,0.03,32.84,0.0345
AT_3,0.02,32.89,0.0345
AT_3,0.03,32.94,0.0345
AT_3,0.02,33,0.0345
AT_3,0.02,33.06,0.0345
AT_3,0.03,33.11,0.0345
AT_3,0.02,33.18,0.0345
AT_3,0.03,33.24,0.0345
AT_3,0.02,33.3,0.0345
AT_3,0.01,33.36,0.0345
AT_3,0.04,33.41,0.0345
AT_3,0.01,33.46,0.0345
AT_3,0.04,33.53,0.0345
AT_3,0.01,33.58,0.0345
AT_3,0.02,33.65,0.0345
AT_3,0.03,33.69,0.0345
AT_3,0.02,33.77,0.0345
AT_3,0.03,33.82,0.0345
AT_3,0.02,33.88,0.0345
AT_3,0.02,33.94,0.0345
AT_3,0.03,34,0.0345
AT_3,0.02,34.05,0.0345
AT_3,0.01,34.11,0.0345
AT_3,0.04,34.17,0.0345
AT_3,0.01,34.24,0.0345
AT_3,0.04,34.3,0.0345
AT_3,0.01,34.36,0.0345
AT_3,0.02,34.41,0.0345
AT_3,0.03,34.47,0.0345
AT_3,0.02,34.54,0.0345
AT_3,0.03,34.6,0.0345
AT_3,0.02,34.66,0.0345
AT_3,0.02,34.72,0.0345
AT_3,0.03,34.78,0.0345
AT_3,0.02,34.84,0.0345
AT_3,0.03,34.92,0.0345
AT_3,0.02,34.97,0.0345
AT_3,0.01,35.03,0.0345
AT_3,0.04,35.09,0.0345
AT_3,0.01,35.15,0.0345
AT_3,0.04,35.21,0.0345
AT_3,0.01,35.27,0.0345
AT_3,0.02,35.33,0.0345
AT_3,0.03,35.39,0.0345
AT_3,0.02,35.45,0.0345
AT_3,0.02,35.52,0.0345
AT_3,0.03,35.58,0.0345
AT_3,0.02,35.65,0.0345
AT_3,0.03,35.71,0.0345
AT_3,0.02,35.77,0.0345
AT_3,0.01,35.85,0.0345
AT_3,0.04,35.91,0.0345
AT_3,0.01,35.97,0.0345
AT_3,0.04,36.03,0.0345
AT_3,0.01,36.09,0.0345
AT_3,0.02,36.15,0.0345
AT_3,0.03,36.22,0.0345
AT_3,0.02,36.28,0.0345
AT_3,0.03,36.34,0.0345
AT_3,0.02,36.4,0.0345
AT_3,0.02,36.47,0.0345
AT_3,0.03,36.53,0.0345
AT_3,0.02,36.6,0.0345
AT_3,0.03,36.66,0.0345
AT_3,0.02,36.72,0.0345
AT_3,0.01,36.79,0.0345
AT_3,0.04,36.85,0.0345
AT_3,0.01,36.91,0.0345
AT_3,0.04,36.97,0.0345
AT_3,0.01,37.03,0.0345
AT_3,0.02,37.09,0.0345
AT_3,0.03,37.17,0.0345
AT_3,0.02,37.24,0.0345
AT_3,0.02,37.29,0.0345
AT_3,0.03,37.37,0.0345
AT_3,0.02,37.42,0.0345
AT_3,0.03,37.48,0.0345
AT_3,0.02,37.55,0.0345
AT_3,0.01,37.62,0.0345
AT_3,0.04,37.67,0.0345
AT_3,0.01,37.72,0.0345
AT_3,0.04,37.8,0.0345
AT_3,0.01,37.86,0.0345
AT_3,0.02,37.92,0.0345
AT_3,0.03,37.98,0.0345
AT_3,0.02,38.04,0.0345
AT_3,0.03,38.11,0.0345
AT_3,0.02,38.17,0.0345
AT_3,0.02,38.24,0.0345
AT_3,0.03,38.3,0.0345
AT_3,0.02,38.36,0.0345
AT_3,0.03,38.43,0.0345
AT_3,0.02,38.5,0.0345
AT_3,0.01,38.56,0.0345
AT_3,0.04,38.62,0.0345
AT_3,0.01,38.68,0.0345
AT_3,0.04,38.74,0.0345
AT_3,0.01,38.81,0.0345
AT_3,0.02,38.88,0.0345
AT_3,0.03,38.94,0.0345
AT_3,0.02,38.99,0.0345
AT_3,0.03,39.06,0.0345
AT_3,0.02,39.12,0.0345
AT_3,0.02,39.19,0.0345
AT_3,0.03,39.25,0.0345
AT_3,0.02,39.31,0.0345
AT_3,0.01,39.36,0.0345
AT_3,0.04,39.44,0.0345
AT_3,0.01,39.49,0.0345
AT_3,0.04,39.55,0.0345
AT_3,0.01,39.63,0.0345
AT_3,0.02,39.69,0.0345
AT_3,0.03,39.75,0.0345
AT_3,0.02,39.81,0.0345
AT_3,0.03,39.87,0.0345
AT_3,0.02,39.94,0.0345
AT_3,0.02,40,0.0345
AT_3,0.03,40.06,0.0345
AT_3,0.02,40.12,0.0345
AT_3,0.03,40.19,0.0345
AT_3,0.02,40.25,0.0345
AT_3,0.01,40.31,0.0345
AT_3,0.04,40.36,0.0345
AT_3,0.01,40.43,0.0345
AT_3,0.04,40.5,0.0345
AT_3,0.01,40.56,0.0345
AT_3,0.02,40.62,0.0345
AT_3,0.03,40.68,0.0345
AT_3,0.02,40.74,0.0345
AT_3,0.03,40.8,0.0345
AT_3,0.02,40.86,0.0345
AT_3,0.02,40.92,0.0345
AT_3,0.03,40.98,0.0345
AT_3,0.02,41.05,0.0345
AT_3,0.03,41.11,0.0345
AT_3,0.02,41.17,0.0345
AT_3,0.01,41.23,0.0345
AT_3,0.04,41.3,0.0345
AT_3,0.01,41.35,0.0345
AT_3,0.04,41.41,0.0345
AT_3,0.01,41.48,0.0345
AT_3,0.02,41.54,0.0345
AT_3,0.03,41.6,0.0345
AT_3,0.02,41.66,0.0345
AT_3,0.03,41.71,0.0345
AT_3,0.02,41.78,0.0345
AT_3,0.02,41.84,0.0345
AT_3,0.03,41.9,0.0345
AT_3,0.02,41.96,0.0345
AT_3,0.03,42.01,0.0345
AT_3,0.02,42.07,0.0345
AT_3,0.01,42.13,0.0345
AT_3,0.04,42.19,0.0345
AT_3,0.01,42.26,0.0345
AT_3,0.04,42.32,0.0345
AT_3,0.01,42.39,0.0345
AT_3,0.02,42.44,0.0345
AT_3,0.03,42.5,0.0345
AT_3,0.02,42.56,0.0345
AT_3,0.03,42.63,0.0345
AT_3,0.02,42.68,0.0345
AT_3,0.02,42.74,0.0345
AT_3,0.03,42.81,0.0345
AT_3,0.02,42.86,0.0345
AT_3,0.03,42.92,0.0345
AT_3,0.02,42.98,0.0345
AT_3,0.01,43.04,0.0345
AT_3,0.04,43.09,0.0345
AT_3,0.01,43.15,0.0345
AT_3,0.04,43.21,0.0345
AT_3,0.01,43.27,0.0345
AT_3,0.02,43.33,0.0345
AT_3,0.03,43.4,0.0345
AT_3,0.02,43.45,0.0345
AT_3,0.03,43.5,0.0345
AT_3,0.02,43.57,0.0345
AT_3,0.03,43.62,0.0345
AT_3,0.02,43.69,0.0345
AT_3,0.02,43.75,0.0345
AT_3,0.03,43.81,0.0345
AT_3,0.02,43.85,0.0345
AT_3,0.03,43.91,0.0345
AT_3,0.02,43.98,0.0345
AT_3,0.01,44.03,0.0345
AT_3,0.04,44.1,0.0345
AT_3,0.01,44.15,0.0345
AT_3,0.04,44.21,0.0345
AT_3,0.01,44.26,0.0345
AT_3,0.02,44.32,0.0345
AT_3,0.03,44.37,0.0345
AT_3,0.02,44.44,0.0345
AT_3,0.03,44.5,0.0345
AT_3,0.02,44.54,0.0345
AT_3,0.02,44.6,0.0345
AT_3,0.03,44.65,0.0345
AT_3,0.02,44.71,0.0345
AT_3,0.03,44.77,0.0345
AT_3,0.02,44.83,0.0345
AT_3,0.01,44.89,0.0345
AT_3,0.04,44.94,0.0345
AT_3,0.01,45,0.0345
AT_3,0.04,45.07,0.0345
AT_3,0.01,45.11,0.0345
AT_3,0.02,45.17,0.0345
AT_3,0.03,45.23,0.0345
AT_3,0.02,45.28,0.0345
AT_3,0.03,45.33,0.0345
AT_3,0.02,45.39,0.0345
AT_3,0.02,45.45,0.0345
AT_3,0.03,45.5,0.0345
AT_3,0.02,45.56,0.0345
AT_3,0.03,45.6,0.0345
AT_3,0.02,45.66,0.0345
AT_3,0.03,45.72,0.0345
AT_3,0.02,45.78,0.0345
AT_3,0.01,45.83,0.0345
AT_3,0.04,45.89,0.0345
AT_3,0.01,45.92,0.0345
AT_3,0.04,45.98,0.0345
AT_3,0.01,46.04,0.0345
AT_3,0.02,46.09,0.0345
AT_3,0.03,46.14,0.0345
AT_3,0.02,46.2,0.0345
AT_3,0.03,46.24,0.0345
AT_3,0.02,46.28,0.0345
AT_3,0.02,46.35,0.0345
AT_3,0.03,46.41,0.0345
AT_3,0.02,46.46,0.0345
AT_3,0.03,46.51,0.0345
AT_3,0.02,46.56,0.0345
AT_3,0.01,46.61,0.0345
AT_3,0.04,46.66,0.0345
AT_3,0.01,46.71,0.0345
AT_3,0.04,46.77,0.0345
AT_3,0.01,46.81,0.0345
AT_3,0.02,46.88,0.0345
AT_3,0.03,46.92,0.0345
AT_3,0.02,46.98,0.0345
AT_3,0.03,47.02,0.0345
AT_3,0.02,47.07,0.0345
AT_3,0.02,47.11,0.0345
AT_3,0.03,47.17,0.0345
AT_3,0.02,47.23,0.0345
AT_3,0.03,47.27,0.0345
AT_3,0.02,47.32,0.0345
AT_3,0.01,47.37,0.0345
AT_3,0.04,47.42,0.0345
AT_3,0.01,47.47,0.0345
AT_3,0.04,47.52,0.0345
AT_3,0.01,47.58,0.0345
AT_3,0.02,47.63,0.0345
AT_3,0.03,47.69,0.0345
AT_3,0.02,47.73,0.0345
AT_3,0.03,47.78,0.0345
AT_3,0.02,47.83,0.0345
AT_3,0.02,47.89,0.0345
AT_3,0.03,47.92,0.0345
AT_3,0.02,47.96,0.0345
AT_3,0.03,48.03,0.0345
AT_3,0.02,48.08,0.0345
AT_3,0.01,48.12,0.0345
AT_3,0.04,48.17,0.0345
AT_3,0.01,48.21,0.0345
AT_3,0.04,48.27,0.0345
AT_3,0.01,48.31,0.0345
AT_3,0.02,48.36,0.0345
AT_3,0.03,48.41,0.0345
AT_3,0.02,48.46,0.0345
AT_3,0.03,48.51,0.0345
AT_3,0.02,48.54,0.0345
AT_3,0.03,48.59,0.0345
AT_3,0.02,48.65,0.0345
AT_3,0.02,48.7,0.0345
AT_3,0.03,48.75,0.0345
AT_3,0.02,48.79,0.0345
AT_3,0.03,48.84,0.0345
AT_3,0.02,48.88,0.0345
AT_3,0.01,48.94,0.0345
AT_3,0.04,48.98,0.0345
AT_3,0.01,49.03,0.0345
AT_3,0.04,49.08,0.0345
AT_3,0.01,49.12,0.0345
AT_3,0.02,49.17,0.0345
AT_3,0.03,49.21,0.0345
AT_3,0.02,49.26,0.0345
AT_3,0.03,49.31,0.0345
AT_3,0.02,49.36,0.0345
AT_3,0.02,49.4,0.0345
AT_3,0.03,49.44,0.0345
AT_3,0.02,49.49,0.0345
AT_3,0.03,49.53,0.0345
AT_3,0.02,49.57,0.0345
AT_3,0.03,49.63,0.0345
AT_3,0.02,49.67,0.0345
AT_3,0.01,49.71,0.0345
AT_3,0.04,49.75,0.0345
AT_3,0.01,49.81,0.0345
AT_3,0.04,49.84,0.0345
AT_3,0.01,49.88,0.0345
AT_3,0.02,49.94,0.0345
AT_3,0.03,50,0.0345
AT_3,0.02,50.03,0.0345
AT_3,0.03,50.07,0.0345
AT_3,0.02,50.11,0.0345
AT_3,0.02,50.16,0.0345
AT_3,0.03,50.2,0.0345
AT_3,0.02,50.26,0.0345
AT_3,0.03,50.28,0.0345
AT_3,0.02,50.35,0.0345
AT_3,0.01,50.39,0.0345
AT_3,0.04,50.43,0.0345
AT_3,0.01,50.47,0.0345
AT_3,0.04,50.52,0.0345
AT_3,0.01,50.56,0.0345
AT_3,0.02,50.59,0.0345
AT_3,0.03,50.64,0.0345
AT_3,0.02,50.69,0.0345
AT_3,0.03,50.73,0.0345
AT_3,0.02,50.78,0.0345
AT_3,0.02,50.81,0.0345
AT_3,0.03,50.86,0.0345
AT_3,0.02,50.89,0.0345
AT_3,0.03,50.94,0.0345
AT_3,0.02,50.98,0.0345
AT_3,0.01,51.02,0.0345
AT_3,0.04,51.07,0.0345
AT_3,0.01,51.11,0.0345
AT_3,0.04,51.16,0.0345
AT_3,0.01,51.19,0.0345
AT_3,0.04,51.23,0.0345
AT_3,0.01,51.28,0.0345
AT_3,0.02,51.32,0.0345
AT_3,0.03,51.36,0.0345
AT_3,0.02,51.4,0.0345
AT_3,0.03,51.44,0.0345
AT_3,0.02,51.49,0.0345
AT_3,0.02,51.52,0.0345
AT_3,0.03,51.56,0.0345
AT_3,0.02,51.6,0.0345
AT_3,0.03,51.64,0.0345
AT_3,0.02,51.7,0.0345
AT_3,0.01,51.73,0.0345
AT_3,0.04,51.77,0.0345
AT_3,0.01,51.81,0.0345
AT_3,0.04,51.86,0.0345
AT_3,0.01,51.89,0.0345
AT_3,0.04,51.93,0.0345
AT_3,0.01,51.98,0.0345
AT_3,0.02,52.01,0.0345
AT_3,0.03,52.05,0.0345
AT_3,0.02,52.1,0.0345
AT_3,0.03,52.13,0.0345
AT_3,0.02,52.17,0.0345
AT_3,0.02,52.21,0.0345
AT_3,0.03,52.25,0.0345
AT_3,0.02,52.29,0.0345
AT_3,0.03,52.33,0.0345
AT_3,0.02,52.36,0.0345
AT_3,0.01,52.41,0.0345
AT_3,0.04,52.44,0.0345
AT_3,0.01,52.48,0.0345
AT_3,0.04,52.52,0.0345
AT_3,0.01,52.55,0.0345
AT_3,0.02,52.6,0.0345
AT_3,0.03,52.63,0.0345
AT_3,0.02,52.67,0.0345
AT_3,0.03,52.7,0.0345
AT_3,0.02,52.74,0.0345
AT_3,0.02,52.79,0.0345
AT_3,0.03,52.83,0.0345
AT_3,0.02,52.85,0.0345
AT_3,0.03,52.9,0.0345
AT_3,0.02,52.93,0.0345
AT_3,0.03,52.98,0.0345
AT_3,0.02,53.02,0.0345
AT_3,0.01,53.05,0.0345
AT_3,0.04,53.09,0.0345
AT_3,0.01,53.12,0.0345
AT_3,0.04,53.15,0.0345
AT_3,0.01,53.19,0.0345
AT_3,0.04,53.23,0.0345
AT_3,0.01,53.26,0.0345
AT_3,0.04,53.31,0.0345
AT_3,0.01,53.36,0.0345
AT_3,0.02,53.38,0.0345
AT_3,0.03,53.42,0.0345
AT_3,0.02,53.46,0.0345
AT_3,0.03,53.49,0.0345
AT_3,0.02,53.53,0.0345
AT_3,0.03,53.56,0.0345
AT_3,0.02,53.59,0.0345
AT_3,0.03,53.63,0.0345
AT_3,0.02,53.66,0.0345
AT_3,0.02,53.71,0.0345
AT_3,0.03,53.74,0.0345
AT_3,0.02,53.78,0.0345
AT_3,0.03,53.8,0.0345
AT_3,0.02,53.84,0.0345
AT_3,0.03,53.88,0.0345
AT_3,0.02,53.91,0.0345
AT_3,0.03,53.95,0.0345
AT_3,0.02,53.99,0.0345
AT_3,0.01,54.02,0.0345
AT_3,0.04,54.06,0.0345
AT_3,0.01,54.09,0.0345
AT_3,0.04,54.12,0.0345
AT_3,0.01,54.16,0.0345
AT_3,0.04,54.2,0.0345
AT_3,0.01,54.23,0.0345
AT_3,0.02,54.27,0.0345
AT_3,0.03,54.31,0.0345
AT_3,0.02,54.34,0.0345
AT_3,0.03,54.38,0.0345
AT_3,0.02,54.42,0.0345
AT_3,0.03,54.44,0.0345
AT_3,0.02,54.47,0.0345
AT_3,0.02,54.5,0.0345
AT_3,0.03,54.54,0.0345
AT_3,0.02,54.57,0.0345
AT_3,0.03,54.61,0.0345
AT_3,0.02,54.65,0.0345
AT_3,0.03,54.69,0.0345
AT_3,0.02,54.71,0.0345
AT_3,0.01,54.75,0.0345
AT_3,0.04,54.78,0.0345
AT_3,0.01,54.8,0.0345
AT_3,0.04,54.84,0.0345
AT_3,0.01,54.87,0.0345
AT_3,0.02,54.91,0.0345
AT_3,0.03,54.93,0.0345
AT_3,0.02,54.97,0.0345
AT_3,0.03,55,0.0345
AT_3,0.02,55.03,0.0345
AT_3,0.02,55.06,0.0345
AT_3,0.03,55.09,0.0345
AT_3,0.02,55.12,0.0345
AT_3,0.03,55.15,0.0345
AT_3,0.02,55.18,0.0345
AT_3,0.01,55.22,0.0345
AT_3,0.04,55.25,0.0345
AT_3,0.01,55.28,0.0345
AT_3,0.04,55.31,0.0345
